Title,Body,Vendor,Product Category,Type,Tags,Published,Size,Variant SKU,Variant Inventory Tracker,Variant Price,Image Src,Cost per item,, 
Belt Drive Exercise Bike with Cadence Sensor,"1735, addfeatures:built-in monitor, addfeatures:clip-in pedals, addfeatures:pulse monitor, bike-resistance-leather-pad, bis-hidden, bis-paused, built-in-monitor, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 28 in/Max 39 in, comf:pedal type:clip-in/caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10L x 7W x 2H in, comf:seat to handlebar distance:Min 17 in/Max 20 in, comf:transportation wheels:yes, conv:product dimensions:48L x 23W x 50H in, conv:product weight:127.9 lb, conv:ship dimensions:42.5L x 15.4W x 35H In, conv:ship weight:146.8 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:5-12, DISCO-OOS, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:300 lb, engr:q-factor:203mm, engr:tension system:leather pad, Exercise Bikes, Exercise Machine US, Financing, financing-eligible, flywheel weight range:40 lb +, Google Shopping, inseam max:38.5 in - 40 in, inseam min:27.5 in - 29 in, max user weight range:300 lb - 349 lb, over-10, price:$800 to $1000, rec-excl, SF-B1735, shipping:ltl, tech:digital monitor:Avg Cadence+Avg Speed+Cadence+Calories+Distance (Miles Or Kilometers)+Max Cadence+Max Speed+Pulse+Race+Speed+Target Distance+Target Time+Time, tech:flywheel weight:44 lb, tech:pulse sensor:yes, tech:resistance levels:micro-adjustable",,,,,TRUE,,#belt-drive-exercise-bike-with-cadence-sensor,shopify,89999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-magnetic-rear-belt-drive-indoor-cycling-bike-high-weight-capacity-cadence-sensor-and-pulse-rate-SF-B1735-01_600x.jpg?v=1584047707,,,
"34"" Olympic Tricep Bar w/ Ring Collars","bis-hidden, bis-paused, comf:accessories:Ring Lock Collars Included (2), comf:brass bushings:Yes, comf:knurled grip:diamond knurling, conv:product dimensions:34L in, conv:product weight:24.4 lb, conv:ship dimensions:34.6L x 8.6W x 3.5H in, conv:ship weight:25.3 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:max load:200 lb, engr:shaft diameter:31MM, engr:tensile strength:58015 - 72518 psi, Exercise Machine US, Google Shopping, None_financing, over-10, PLP-strength-weight, price:Under $200, rec-excl, Strength, tech:fit accommodations:olympic weight plates w/ 2"" center holes, tech:rotating sleeves:yes, under-200",,,,,TRUE,,"#34""-olympic-tricep-bar-w/-ring-collars",shopify,9999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-34-olympic-tricep-bar-w-ring-collars-OB-37-02_600x.jpg?v=1629304316,,,
14'' Dumbbell Bar Handles Set Threaded with Ring Collars,"bis-hidden, bis-paused, comf:Includes star lock collars:yes, comf:Knurled grip:Diamond knurling, comf:Threaded ends:Yes, conv:Product dimensions: 15L x 6W x 3H in, conv:Product weight: 8 lb, conv:Ship dimensions: 14.5L x 3.5W x 2.5H in, conv:Ship weight: 8.5 lb, conv:Warranty: 1 year structural frame+180 days other parts and components, DISCO-OOS, engr:construction:durable steel, engr:finish:Chrome Plated, engr:what's included: (2) Barbells+(4) Star Lock Collars, Exercise Machine US, Google Shopping, None_financing, over-10, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-strength, PLP-strength-weight, PLP-strength-weight-barbell, price:Under $200, rec-excl, Strength, tech:Fit Accommodations:standard plates (1"" hole), test2, under-200",,,,,TRUE,,#14''-dumbbell-bar-handles-set-threaded-with-ring-collars,shopify,2998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-14-in-threaded-chrome-dumbbell-bar-pairs-w-ring-collars-STDBH-14-01_600x.jpg?v=1597180632,,,
Exercise Cycling 2-in-1 Cadence / RPM + Speed Sensor for Indoor or Outdoor Bikes and Ellipticals,"addfeatures:app connectivity, bis-hidden, bis-paused, comf:Cleaning Instructions:wipe w/ damp cloth, comf:ergonomic:Lightweight and compact, comf:installation:Easy assembly/easy removal, comf:plug-ins:100% wireless, comf:recommended use:Indoor/Outdoor Use, comf:skill level:Suitable for beginners to advanced, conv:Product dimensions: 1.5L x 1.2W x 0.4H in, conv:Product weight: 0.02 lb, conv:Ship dimensions: 3.5L x 3W x 1H in, conv:Ship weight: 0.08 lb, conv:Warranty: 1 year structural frame+180 days other parts and components, Delivery:3-7, DISCO-OOS, engr:App Connection:Pairs w/ most major apps, engr:Connects to SunnyFit® App: Pairs directly to all SHF bikes, engr:Construction:High Quality Plastic, engr:what's included: 1 Sensor+2 Rubber mats+2 Rubber bands, Exercise Machine US, None_financing, over-10, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-cardio, PLP-essential-tech, price:Under $200, rec-excl, tech:2 in 1 Sensor: Cadence & Speed Tracking, tech:additional connections:ANT﹢ Compatible, tech:bluetooth Connectivity:yes, tech:Data Tracking:real time cycling stats, tech:Water Proof:Yes (IP67 rating), under-200",,,,,TRUE,,#exercise-cycling-2-in-1-cadence-/-rpm-+-speed-sensor-for-indoor-or-outdoor-bikes-and-ellipticals,shopify,6999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-accessories-sunnyfit-bike-cadence-CB100-01_600x.jpg?v=1646351779,,,
Air Resistance Upright Hybrid Bike,"2618, bis-hidden, bis-paused, comf:inseam adjustment:Min 26 in/Max 35 in, comf:pedal type:self leveling w/ adjustable strap, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10L x 9W x 2.5H in, comf:seat type:cushioned, comf:transportation wheels:yes, conv:product dimensions:42.5L x 25.5W x 47.5H in, conv:product weight: 46.9 lb, conv:ship dimensions:42.7L x 8.9W x 26.2H in, conv:ship weight:53.9 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, DISCO-OOS, engr:arm exercisers:yes, engr:drive mechanism:chain drive, engr:max user weight:220 lb, engr:tension system:Belt/Fan, Exercise Bikes, Exercise Machine US, Google Shopping, inseam max:34.5 in - 36 in, inseam min:25.5 in - 27 in, max user weight range:200 lb - 249 lb, None_financing, over-10, price:Under $200, rec-excl, SF-B2618, tech:digital monitor:Calorie+Distance+Speed+Time+Scan, tech:resistance levels:micro-adjustable",,,,,TRUE,,#air-resistance-upright-hybrid-bike,shopify,19999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-SF-B2618-01_600x.jpg?v=1590702481,,,
Wrist Pedometer Watch,"bis-hidden, bis-paused, Delivery:3-7, DISCO-OOS, Exercise Machine US, Google Shopping, None_financing, over-10, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-cardio, price:Under $200, rec-excl, under-200",,,,,TRUE,,#wrist-pedometer-watch,shopify,2900,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-accessories-pedometer-wrist-watch-PLW-003B-01_600x.jpg?v=1629907609,,,
Barbell Lock Collar Clamp for Olympic Barbells,"Barbell, barbells, comf:benefits:safe and secure plate fixation, comf:Cleaning Instructions:wipe w/ damp cloth, conv:Product dimensions: 3.4L x 2W x 2H in, conv:Product weight: 1 lb, conv:Ship dimensions: 7L x 4.5W x 2.2H in, conv:Ship weight: 1 lb, conv:Warranty: 1 year structural frame+180 days other parts and components, engr:built to last:heavy-duty plastic construction, engr:size:2 inch diameter, engr:What's Included: 2 PC barbell lock collar Set, Exercise Machine US, Google Shopping, None_financing, over-10, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-strength, PLP-strength, PLP-strength-weight, price:Under $200, Strength, tech:Fit Accommodations: 2” Olympic Barbells, tech:Security:quick lock/easy release, under-200, UpSell-Acc",,,,,TRUE,,#barbell-lock-collar-clamp-for-olympic-barbells,shopify,1799,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-shark-clamp-barbell-lock-colloars-NO.076-07_600x.jpg?v=1608053568,,,
Twist Stepper Machine w/ Resistance Bands,"bis-hidden, bis-paused, cardio, comf:adjustable step height:yes, comf:pedal type:non-slip, comf:resistance bands:yes, conv:product dimensions:17L x 19W x 14H in, conv:product weight:19 lb, conv:ship dimensions:19.3L x 8.3W x 18.1H in, conv:ship weight:21 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, DISCO-OOS, engr:foot action:twist action, engr:max user weight:250 lb, engr:tension system:hydraulic, Exercise Machine US, features-resistance-bands, Google Shopping, mat:xs, max user weight range:250 lb - 299 lb, NO. 045, None_financing, over-10, price:Under $200, rec-excl, resistance-bands, Stepper, tech:digital monitor:Calorie+Count+Time+Total Count+Scan, twist, under-200",,,,,TRUE,,#twist-stepper-machine-w/-resistance-bands,shopify,7699,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-steppers-mini-stepper-step-machine-resistance-bands-LCD-monitor-NO.045-01_600x.jpg?v=1629308071,,,
Phantom Hydro Water Rowing Machine,"5910, cardio, comf:bottle holder:yes, comf:pedal type:non-slip w/ adjustable strap, comf:seat dimensions:11.5L x 14W x 2.5H in, comf:seat height:Min 13.58 in/Max 14.57 in, comf:transportation wheels:yes, conv:foldable:yes, conv:folded product dimensions:43L x 21.25W x 51H in, conv:product dimensions:81.5L x 21.25W x 39.5H in, conv:product weight:88.2 lb, conv:ship dimensions:45.9L x 22.4W x 26.4H In, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:floor stabilizers:yes, engr:max user weight:300 lb, engr:slide rail inseam:40.5 in, engr:slide rail length:42 in, engr:slide rail material:Steel, engr:tension system:water, Exercise Machine US, Financing, financing-eligible, Google Shopping, inseam max:40.5 in - 42 in, mat:l, max user weight range:300 lb - 349 lb, max-inseam-40-in-49-in, over-10, paymentplan:financing, PLP-home-cardio-equipment, PLP-rower, Rower, rower-tension-system-water, SF-RW5910, shipping:free, tech:additional connections:5.3 KHz heart rate strap compatible, tech:built-in programs:15 Racing Programs, tech:device holder:yes, tech:resistance levels:Water Level, water, water-rower, YGroup_RW5910",,,,,TRUE,,#phantom-hydro-water-rowing-machine,shopify,49999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-rowers-phantom-hydro-water-rower-machine-SF-RW5910-01_600x.jpg?v=1588976094,,,
Water Rowing Machine Fitness Rower w/ LCD Monitor,"5866, bis-hidden, bis-paused, conv:ship weight:99 lb, DISCO-OOS, Exercise Machine US, Financing, financing-eligible, Google Shopping, max-inseam-40-in-49-in, over-10, price:$800 to $1000, rec-excl, Rower, rower-tension-system-water, SF-RW5866",,,,,TRUE,,#water-rowing-machine-fitness-rower-w/-lcd-monitor,shopify,91999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-rowers-water-rowing-machine-rower-LCD-monitor-SF-RW5866-01_600x.jpg?v=1594103320,,,
"60'' Chrome Barbell Bar, 1'' Diameter Threaded w/ Ring Collar","bis-hidden, bis-paused, comf:accessories:Star Lock Collars Included (2), comf:knurled grip:diamond knurling, comf:threaded ends:Yes, conv:product dimensions:60L in, conv:product weight:12 lb, conv:ship dimensions:60.8L X 4.3W X 3.7H in, conv:ship weight:15 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:construction:durable steel, engr:finish:chrome plated, engr:max load:250 lb, engr:shaft diameter:1 in, engr:Shaft Length: 37.5 in, engr:sleeve, engr:Sleeve Length: 11.25 in, Exercise Machine US, Google Shopping, None_financing, over-10, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-strength, PLP-strength-weight, PLP-strength-weight-barbell, price:Under $200, rec-excl, Strength, tech:fit accommodations:standard plates (1"" hole), under-200",,,,,TRUE,,"#60''-chrome-barbell-bar,-1''-diameter-threaded-w/-ring-collar",shopify,6999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-60-in-threaded-chrome-barbell-bar-1-in-barbell-diameter-w-ring-collars-STBB-60-01_600x.jpg?v=1597097581,,,
"Magnetic Recumbent Exercise Bike with Desk, 350 LB Weight Capacity","4703, belt-drive, cardio, Clearance, Clearance-badge, comf:bottle holder:yes, comf:inseam adjustment:Min 26 in/Max 35 in, comf:pedal type:non-slip w/ adjustable strap, comf:seat adjustment:forward/back, comf:seat dimensions:10L x 14.5W x 2H in, comf:seat type:ergonomic, comf:transportation wheels:yes, conv:product dimensions:50L x 30W x 49.5H in, conv:product weight:89.3 lb, conv:ship dimensions:53.3L x 11W x 34.6H in, conv:ship weight:101.4 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, engr:floor stabilizers:yes, engr:max user weight:350 lb, engr:seat height:Min 22.8 in/24.4 in, engr:tension system:magnetic, Exercise Bikes, Exercise Machine US, Financing, financing-eligible, Google Shopping, inseam max:34.5 in - 36 in, inseam min:25.5 in - 27 in, mat:m, max user weight range:350 lb - 399 lb, over-10, paymentplan:financing, PLP-cardio-bike, PLP-home-cardio-equipment, PLP-recumbent-bike, price:$400 to $600, recumbent, SF-RBD4703, shipping:free, tech:device holder:yes, tech:digital monitor:Calorie+Distance+Odometer+Speed+Time+Scan, tech:resistance levels:8",,,,,TRUE,,"#magnetic-recumbent-exercise-bike-with-desk,-350-lb-weight-capacity",shopify,29999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-magnetic-recumbent-desk-exercise-bike-350lb-high-weight-capacity-monitor-SF-RBD4703-01_600x.jpg?v=1592521537,,,
"Pre-Programmed Elliptical Trainer, 18 inch Stride","320001, addfeatures:pulse monitor, belt-drive, bike-resistance-magnetic, cardio, comf:bottle holder:yes, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:66.9L x 24.8W x 64.6H in, conv:product weight:125.7 lb, conv:ship dimensions:55.1L x 15W x 28.3H In, conv:ship weight:139.7 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, Distance, electric, electromagnetic, Elliptical, engr:floor stabilizers:yes, engr:max user weight:330 lb, engr:motorized:yes, engr:pedal step height:Min 8.3 in/Max 16.14 in, engr:stride length:18 in, engr:tension system:electro-magnetic, Exercise Machine US, Family:E320001, features-pulse-monitor, Financing, financing-eligible, Google Shopping, Heart Rate, Level, magnetic, mat:m, max user weight range:300 lb - 349 lb, Odometer, over-10, paymentplan:financing, PLP-elliptical, PLP-elliptical-bikes, PLP-home-cardio-equipment, price:$600 to $800, price:$800 to $1000, Program, RPM, SF-E320001, shipping:free, Speed, stride length range:16 in – 18 in, Target Heart Rate, tech:built-in programs:24, tech:device holder:yes, tech:digital monitor:Calories+Distance+Heart Rate+Level+Odometer+Program+RPM+Speed+Target Heart Rate+Time+WATT, tech:flywheel weight:17.6 lb, tech:pulse sensor:yes, tech:resistance levels:16, Tier:18"" Stride, Time, TraditionalElliptical, WATT",,,,,TRUE,,"#pre-programmed-elliptical-trainer,-18-inch-stride",shopify,69999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-elliptical-pre-programmed-elliptical-trainer-SF-E320001-01_600x.jpg?v=1630364575,,,
Hyperextension Roman Chair with Dip Station,"620062, And Glutes, comf:Adjustable height: Min 25.2 in/Max 34.1 in, comf:adjustable positions:10 Height Settings+3 Incline Settings, comf:benefits:Strengthens The Lower Back+Hip+And Glutes / dip bars target upper body, comf:Cleaning Instructions:wipe w/ damp cloth, comf:foam rollers:2-Foot Sponges, comf:recommended use:use in your home gym for a targeted full body workout, conv:foldable:yes, conv:folded product dimensions:46.1L x 24.4W x 7.9H in, conv:product dimensions:46.9L x 24.4W x 33.9H in, conv:product weight:35.4 lb, conv:ship dimensions:37.8L x 19.5W x 6.5H in, conv:ship weight:40.7 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, Dips Bars for Upper Body, engr:construction:heavy duty steel frame, engr:durability:Tear/Wear Resistant, engr:floor stabilizers:yes, engr:Max user height:6 ft 6 in (approx.), engr:max user weight:330 lb, engr:transportation wheels:Yes, Exercise Machine US, Family:Hyperextension Bench, Google Shopping, Hip, mat:m, max user weight range:300 lb - 349 lb, over-10, PLP-strength, PLP-strength-bench, PLP-strength-chair-roman, price:Under $200, SF-BH620062, shipping:free, Strength, tech: Foot Plates: Textured Non-slip, tech:Built-In Dip Bars: Yes, tech:ergonomic:foldable+space saving design, tech:Material (Inner):High density foam fill, tech:Material (Outer):Vegan faux leather, tech:security:easily adjustable w/ security brackets, Tier:With Dip Station, under-200, Weekly-Deals, Weight Bench",,,,,TRUE,,#hyperextension-roman-chair-with-dip-station,shopify,16999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-hyperextension-roman-chair-dip-station-SF-BH620062-08_600x.jpg?v=1614905177,,,
Pro II Magnetic Indoor Sunny Bike,"1964, addfeatures:dumbbell holder, addfeatures:pulse monitor, belt-drive, bis-hidden, bis-paused, comf:bottle holder:yes, comf:dumbbell holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 27.5 in/Max 40 in, comf:pedal type:caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions: 10.5L x 6.9W x 2.8H in, comf:seat to handlebar distance:Min 17 in/Max 22.5 in, comf:transportation wheels:yes, conv:product dimensions:48.4L x 20.1W x 49.2H in, conv:product weight:105.4 lb, conv:ship dimensions:48.4L x 9.8W x 34.6H In, conv:ship weight:119.5 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, DISCO-OOS, dumbbell-holder, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:275 lb, engr:q-factor:212mm, engr:tension system:magnetic, Exercise Bikes, Exercise Machine US, features-pulse-monitor, Financing, financing-eligible, flywheel weight range:40 lb +, Google Shopping, inseam max:38.5 in - 40 in, inseam min:27.5 in - 29 in, mat:s, max user weight range:250 lb - 299 lb, over-10, rec-excl, SF-B1964, tech:device holder:yes, tech:digital monitor:Calories+Distance+Odometer+Pulse+RPM+Speed+Time+Scan, tech:flywheel weight:40 lb, tech:pulse sensor:yes, tech:resistance levels:micro-adjustable",,,,,TRUE,,#pro-ii-magnetic-indoor-sunny-bike,shopify,29999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-pro-II-magnetic-indoor-cycling-bike-SF-B1964-02_600x.jpg?v=1624484102,,,
Sunny Strength™ Olympic Hex Bar for Lifting & Squat Workouts,"barbells, comf:brass bushings:Yes, comf:knurled grip:diamond knurling, conv:product dimensions:56L x 23W x 6H in, conv:product weight:51.4 lb, conv:ship dimensions:57.9L x 24.8W x 7H in, conv:ship weight:61.7 lb, conv:warranty:1 year structural frame+180 days other parts and components, engr:max load:750 lb, engr:shaft diameter:26MM, engr:tensile strength:58015 - 72518 psi, Exercise Machine US, Google Shopping, None_financing, over-10, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-strength, PLP-strength, PLP-strength-weight, PLP-strength-weight-barbell, PLP-upper-body, price:Under $200, Strength, tech:fit accommodations:olympic weight plates w/ 2"" center holes, tech:rotating sleeves:yes, under-200",,,,,TRUE,,#sunny-strength™-olympic-hex-bar-for-lifting-&-squat-workouts,shopify,17999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-olympic-hex-bar-OB-HEX-01_600x.jpg?v=1597174854,,,
"47"" Olympic Curl Bar w/ Ring Collars","bis-hidden, bis-paused, comf:accessories:Ring Lock Collars Included (2), comf:brass bushings:Yes, comf:knurled grip:diamond knurling, conv:product dimensions:47L in, conv:product weight:19.4 lb, conv:ship dimensions:49.5L x 3.5W x 3.5H in, conv:ship weight:22.7 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:max load:200 lb, engr:shaft diameter:25MM, engr:tensile strength:58015 - 72518 psi, Exercise Machine US, Google Shopping, None_financing, over-10, PLP-strength-weight, price:Under $200, rec-excl, Strength, tech:fit accommodations:olympic weight plates w/ 2"" center holes, tech:rotating sleeves:yes, test1, test2, under-200",,,,,TRUE,,"#47""-olympic-curl-bar-w/-ring-collars",shopify,8999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-47-olympic-curl-bar-w-ring-collars-OB-47-01_600x.jpg?v=1597173790,,,
24'' Triceps Bar Weight Solid Chrome w/ Star Lock Collars,"barbells, comf:accessories:Star Lock Collars Included (2), comf:knurled grip:diamond knurling, comf:threaded ends:Yes, conv:product dimensions:24L x 7W x 2.5W in, conv:product weight:11.7 lb, conv:ship dimensions:26.8L x 9.8W x 3.5H in, conv:ship weight:13.2 lb, conv:warranty:1 year structural frame+180 days other parts and components, engr:construction:durable steel, engr:finish:Chrome Plated, engr:max load:100 lb, engr:shaft diameter:12MM, Exercise Machine US, Google Shopping, None_financing, over-10, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-strength, PLP-strength, PLP-strength-weight, PLP-strength-weight-barbell, PLP-upper-body, price:Under $200, Strength, tech:fit accommodations:standard plates (1"" hole), under-200",,,,,TRUE,,#24''-triceps-bar-weight-solid-chrome-w/-star-lock-collars,shopify,4999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-24-in-threaded-solid-chrome-tricep-bar-w-ring-collars-STTB-24-01_600x.jpg?v=1597182238,,,
Commercial Exercise Bike Chain Drive Indoor Cycling,"1516, addfeatures:clip-in pedals, bike-resistance-leather-pad, bis-hidden, bis-paused, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 28.5 in/Max 39.5 in, comf:pedal type:clip-in/caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10.5L x 7W x 2.5H in, comf:seat to handlebar distance:Min 18 in/Max 23 in, comf:transportation wheels:yes, conv:product dimensions:51L x 21.75W x 45H in, conv:product weight:127.7 lb, conv:ship dimensions:42.5L x 15.4W x 35H In, conv:ship weight:146 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:5-12, DISCO-OOS, engr:drive mechanism:chain drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:300 lb, engr:q-factor:215mm, engr:tension system:leather pad, Exercise Bikes, Exercise Machine US, Financing, financing-eligible, flywheel weight range:40 lb +, Google Shopping, inseam max:38.5 in - 40 in, inseam min:27.5 in - 29 in, max user weight range:300 lb - 349 lb, over-10, price:$600 to $800, rec-excl, SF-B1516, shipping:ltl, tech:flywheel weight:48.5 lb, tech:resistance levels:micro-adjustable",,,,,TRUE,,#commercial-exercise-bike-chain-drive-indoor-cycling,shopify,69999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-48.5lb-flywheel-chain-drive-commercial-indoor-cycling-exercise-bike-SF-B1516-01_600x.jpg?v=1584032142,,,
Simple 3D Pedometer,"bis-hidden, bis-paused, Delivery:3-7, DISCO-OOS, Exercise Machine US, Google Shopping, None_financing, over-10, price:Under $200, rec-excl, under-200",,,,,TRUE,,#simple-3d-pedometer,shopify,1999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-accessories-simple-3d-pedometer-PDM-002W-01_600x.jpg?v=1587594655,,,
40 lb Flywheel Belt Drive Stationary Pro Indoor Cycling Bike,"901, 901B, bike-resistance-felt-pad, bis-hidden, bis-paused, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment: Min 29 in/Max 41 in, comf:pedal type:caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10L x 6W x 2.5H in, comf:seat to handlebar distance:Min 17.5 in/Max 22 in, comf:transportation wheels:yes, conv:product dimensions:46L x 20W x 46H in, conv:product weight:99.4 lb, conv:ship dimensions:41L x 10W x 34.8H In, conv:ship weight:110.4 lb, conv:warranty:3 year structural frame+180 days other parts and components, DISCO-OOS, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:275 lb, engr:q-factor:203mm, engr:tension system:felt pad, Exercise Bikes, Exercise Machine US, Financing, financing-eligible, flywheel weight range:40 lb +, Google Shopping, inseam max:40.5 in - 42 in, inseam min:27.5 in - 29 in, max user weight range:250 lb - 299 lb, over-10, price:$400 to $600, rec-excl, SF-B901B, tech:flywheel weight:40 lb, tech:resistance levels:micro-adjustable",,,,,TRUE,,#40-lb-flywheel-belt-drive-stationary-pro-indoor-cycling-bike,shopify,54999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-40lb-flywheel-belt-drive-pro-indoor-cycling-exercise-bike-SF-B901B-01_600x.jpg?v=1585167944,,,
Magnetic Mini Exercise Bike,"0418, bis-hidden, bis-paused, comf:carry handle:yes, comf:dual function:hands or feet, comf:pedal type:non-slip w/ adjustable strap, conv:product dimensions:22L x 18W x 14.75H in, conv:product weight:21 lb, conv:ship dimensions:21.5L x 9.1W x 16.5H in, conv:ship weight:24 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:max user weight:220 lb, engr:stride length:7 in, Exercise Bikes, Exercise Machine US, Google Shopping, max user weight range:200 lb - 249 lb, None_financing, over-10, price:$200 to $400, rec-excl, SF-B0418, tech:digital monitor:Calories+Distance+Odometer+RPM+Speed+Time+Scan, tech:resistance levels:8, Top Seller",,,,,TRUE,,#magnetic-mini-exercise-bike,shopify,15998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bike-magnetic-mini-exercise-bike-SF-B0418-01_600x.jpg?v=1646442994,,,
Pink Chain Drive Indoor Cycling Trainer Exercise Bike,"8100, addfeatures:built-in monitor, bike-resistance-felt-pad, bis-hidden, bis-paused, built-in-monitor, Collection_Pink, comf:inseam adjustment:Min 27 in/Max 33 in, comf:pedal type:caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10.5L x 9.25W x 2.5H in, comf:seat to handlebar distance:Min 17 in/Max 21 in, comf:transportation wheels:yes, conv:product dimensions:45L x 24W x 49H in, conv:product weight:62.4 lb, conv:ship dimensions:37.8L x 8.9W x 26.6H in, conv:ship weight:68 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:drive mechanism:chain drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:220 lb, engr:q-factor:190mm, engr:tension system:felt pad, Exercise Bikes, Exercise Machine US, flywheel weight range:20 lb – 29 lb, Google Shopping, inseam max:32.5 in - 34 in, inseam min:25.5 in - 27 in, None_financing, over-10, P8100, price:$200 to $400, rec-excl, tech:digital monitor:Calories+Distance+Speed+Time+Scan, tech:flywheel weight:22 lb, tech:resistance levels:micro-adjustable",,,,,TRUE,,#pink-chain-drive-indoor-cycling-trainer-exercise-bike,shopify,19998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-pink-chain-drive-indoor-cycling-trainer-P8100-01_600x.jpg?v=1597264158,,,
